Type;FSQ;
Version;4.75;
Date;08.Jan 18;
Mode;ANALYZER;
Center Freq;3993600000.000000;Hz
Freq Offset;0.000000;Hz
Span;10000000.000000;Hz
x-Axis;LIN;
Start;3988600000.000000;Hz
Stop;3998600000.000000;Hz
Ref Level;0.000000;dBm
Level Offset;0.000000;dB
Ref Position;100.000000;%
y-Axis;LOG;
Level Range;100.000000;dB
Rf Att;25.000000;dB
El Att;0.000000;dB
RBW;30000.000000;Hz
VBW;100000.000000;Hz
SWT;0.030000;s
Trace Mode;CLR/WRITE;
Detector;AUTOPEAK;
Sweep Count;0;
Trace 1:;;
x-Unit;Hz;
y-Unit;dBm;
Preamplifier;OFF;
Transducer;OFF;
3996324358.974359;-67.422088623046875;-110.546142578125
3996340384.6153846;-66.506500244140625;-75.921279907226562
3996356410.2564101;-66.739509582519531;-102.83912658691406
3996372435.8974357;-70.271347045898437;-85.544715881347656
3996388461.5384617;-70.3316650390625;-88.707786560058594
3996404487.1794872;-70.092864990234375;-77.634895324707031
3996420512.8205128;-71.863395690917969;-81.191871643066406
3996436538.4615383;-75.450447082519531;-92.104988098144531
3996452564.1025643;-72.045799255371094;-83.231040954589844
3996468589.7435899;-71.057228088378906;-93.296699523925781
3996484615.3846154;-67.980926513671875;-79.541580200195313
3996500641.025641;-69.166534423828125;-79.283302307128906
3996516666.6666665;-70.122360229492187;-93.296699523925781
3996532692.3076925;-69.413490295410156;-77.264053344726563
3996548717.9487181;-69.740882873535156;-91.885078430175781
3996564743.5897436;-67.01605224609375;-97.762107849121094
3996580769.2307692;-74.829383850097656;-116.56674194335937
3996596794.8717947;-71.331291198730469;-79.082077026367188
3996612820.5128207;-71.365318298339844;-77.833595275878906
3996628846.1538463;-73.733268737792969;-80.779159545898438
3996644871.7948718;-72.840538024902344;-83.557815551757812
3996660897.4358974;-75.750175476074219;-84.402336120605469
3996676923.0769229;-68.672706604003906;-83.019821166992188
3996692948.7179489;-74.829383850097656;-87.31878662109375
3996708974.3589745;-70.040023803710938;-97.481895446777344
3996725000;-67.430747985839844;-81.941879272460938
3996741025.6410255;-68.115882873535156;-103.64147186279297
3996757051.2820511;-71.551376342773438;-78.275344848632812
3996773076.9230771;-69.523094177246094;-83.69769287109375
3996789102.5641026;-68.962516784667969;-68.962516784667969
3996805128.2051282;-68.013313293457031;-73.262702941894531
3996821153.8461537;-67.866249084472656;-85.102676391601562
3996837179.4871793;-70.849174499511719;-90.734291076660156
3996853205.1282053;-68.106513977050781;-82.839126586914062
3996869230.7692308;-71.057228088378906;-82.222846984863281
3996885256.4102564;-65.889854431152344;-95.967483520507813
3996901282.0512819;-66.974830627441406;-80.443145751953125
3996917307.6923075;-72.570075988769531;-90.608406066894531
3996933333.3333335;-71.123275756835938;-93.644180297851563
3996949358.974359;-71.621307373046875;-71.621307373046875
3996965384.6153846;-66.995414733886719;-66.995414733886719
3996981410.2564101;-67.967086791992188;-84.713691711425781
3996997435.8974357;-70.690025329589844;-82.839126586914062
3997013461.5384617;-67.370285034179688;-94.383857727050781
3997029487.1794872;-70.959083557128906;-98.983184814453125
3997045512.8205128;-69.375457763671875;-88.707786560058594
3997061538.4615383;-74.006149291992188;-88.707786560058594
3997077564.1025643;-76.844108581542969;-88.315132141113281
3997093589.7435899;-68.059783935546875;-86.047348022460938
3997109615.3846154;-77.705337524414063;-89.889167785644531
3997125641.025641;-68.773300170898437;-111.88507843017578
3997141666.6666665;-66.363510131835938;-72.209548950195313
3997157692.3076925;-71.024391174316406;-76.504920959472656
3997173717.9487181;-73.733268737792969;-80.983062744140625
3997189743.5897436;-69.429840087890625;-89.332183837890625
3997205769.2307692;-66.600532531738281;-80.026748657226562
3997221794.8717947;-73.305221557617188;-86.901115417480469
3997237820.5128207;-73.688613891601562;-106.62025451660156
3997253846.1538463;-73.288192749023438;-86.541648864746094
3997269871.7948718;-75.192428588867188;-98.200141906738281
3997285897.4358974;-71.304168701171875;-86.620254516601562
3997301923.0769229;-68.339164733886719;-89.332183837890625
3997317948.7179489;-69.024787902832031;-90.30145263671875
3997333974.3589745;-74.089714050292969;-98.50494384765625
3997350000;-68.276824951171875;-85.792396545410156
3997366025.6410255;-69.837547302246094;-102.3426513671875
3997382051.2820511;-70.169754028320312;-95.406906127929688
3997398076.9230771;-70.151954650878906;-103.64147186279297
3997414102.5641026;-71.037506103515625;-83.754280090332031
3997430128.2051282;-68.563385009765625;-83.151229858398438
3997446153.8461537;-72.03106689453125;-95.626815795898438
3997462179.4871793;-70.283378601074219;-114.38385772705078
3997478205.1282053;-74.658378601074219;-87.448104858398438
3997494230.7692308;-73.288192749023438;-91.600273132324219
3997510256.4102564;-74.29742431640625;-74.29742431640625
3997526282.0512819;-70.508995056152344;-86.348190307617188
3997542307.6923075;-66.699577331542969;-76.716934204101563
3997558333.3333335;-70.677421569824219;-89.066543579101563
3997574358.974359;-75.944351196289062;-90.004981994628906
3997590384.6153846;-67.820793151855469;-78.966812133789062
3997606410.2564101;-75.39605712890625;-94.579048156738281
3997622435.8974357;-72.995429992675781;-83.754280090332031
3997638461.5384617;-72.492103576660156;-72.492103576660156
3997654487.1794872;-70.169754028320312;-85.685386657714844
3997670512.8205128;-69.952674865722656;-127.44810485839844
3997686538.4615383;-69.952674865722656;-87.31878662109375
3997702564.1025643;-73.608802795410156;-81.895919799804688
3997718589.7435899;-70.040023803710938;-98.983184814453125
3997734615.3846154;-70.241348266601563;-80.94189453125
3997750641.025641;-76.999221801757813;-89.440765380859375
3997766666.6666665;-68.672706604003906;-82.967811584472656
3997782692.3076925;-68.479843139648437;-79.3343505859375
3997798717.9487181;-69.617355346679688;-77.733673095703125
3997814743.5897436;-68.083114624023437;-81.895919799804688
3997830769.2307692;-68.036521911621094;-87.985549926757813
3997846794.8717947;-69.391738891601562;-95.406906127929688
3997862820.5128207;-69.645278930664063;-82.712326049804688
3997878846.1538463;-69.035202026367188;-83.69769287109375
3997894871.7948718;-66.727508544921875;-73.305221557617188
3997910897.4358974;-73.805206298828125;-83.69769287109375
3997926923.0769229;-77.264053344726563;-97.077827453613281
3997942948.7179489;-74.539657592773438;-80.880516052246094
3997958974.3589745;-76.261947631835938;-90.122360229492188
3997975000;-75.014198303222656;-104.22074890136719
3997991025.6410255;-73.733268737792969;-106.62025451660156
3998007051.2820511;-69.993331909179687;-85.372032165527344
3998023076.9230771;-67.007789611816406;-77.426918029785156
3998039102.5641026;-70.151954650878906;-80.34674072265625
3998055128.2051282;-68.553520202636719;-86.901115417480469
3998071153.8461537;-68.988410949707031;-91.600273132324219
3998087179.4871793;-70.552352905273437;-70.552352905273437
3998103205.1282053;-70.991668701171875;-76.178482055664063
3998119230.7692308;-69.952674865722656;-76.742225646972656
3998135256.4102564;-73.330833435058594;-83.69769287109375
3998151282.0512819;-72.856712341308594;-82.890373229980469
3998167307.6923075;-69.63409423828125;-107.89363098144531
3998183333.3333335;-70.570999145507813;-83.897377014160156
3998199358.974359;-69.981689453125;-102.83912658691406
3998215384.6153846;-69.33758544921875;-98.983184814453125
3998231410.2564101;-70.081092834472656;-101.21302795410156
3998247435.8974357;-72.247200012207031;-90.30145263671875
3998263461.5384617;-71.691810607910156;-79.048988342285156
3998279487.1794872;-70.817108154296875;-88.460304260253906
3998295512.8205128;-71.004745483398438;-86.047348022460938
3998311538.4615383;-71.572296142578125;-94.383857727050781
3998327564.1025643;-76.504920959472656;-100.59965515136719
3998343589.7435899;-75.39605712890625;-106.62025451660156
3998359615.3846154;-76.999221801757813;-91.741508483886719
3998375641.025641;-70.570999145507813;-94.383857727050781
3998391666.6666665;-68.421356201171875;-79.898338317871094
3998407692.3076925;-65.033340454101563;-100.21354675292969
3998423717.9487181;-73.434028625488281;-92.254745483398437
3998439743.5897436;-73.103019714355469;-82.890373229980469
3998455769.2307692;-73.078071594238281;-97.077827453613281
3998471794.8717947;-72.224586486816406;-88.707786560058594
3998487820.5128207;-73.670814514160156;-98.983184814453125
3998503846.1538463;-74.136482238769531;-89.889167785644531
3998519871.7948718;-75.014198303222656;-96.818527221679688
3998535897.4358974;-69.1771240234375;-83.754280090332031
3998551923.0769229;-68.291175842285156;-90.122360229492188
3998567948.7179489;-72.744117736816406;-88.808784484863281
3998583974.3589745;-70.570999145507813;-77.454360961914063
3998600000;-71.169815063476563;-82.3426513671875
